distriid	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nreq	nomprovincia	distriname	casos
2280	R1-001	46	2.0A	C3	5	1	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43915
