distriid	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nreq	nomprovincia	distriname	casos
2273	R1-299	25	2.0DHA	C3	5	1	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42395
2273	R1-299	25	2.1DHA	C3	5	1	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41971
2273	R1-299	25	3.0A	C3	3	1	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41828
2273	R1-299	29	2.0A	C3	5	4	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41965,41968,42322,42501
2273	R1-299	35	2.0A	C3	5	10	Las Palmas	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40915,40942,41104,41105,41121,41714,41935,41938,42022,42426
2273	R1-299	35	2.1A	C3	5	1	Las Palmas	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42024
2273	R1-299	38	2.0A	C3	5	3	Santa Cruz de Tenerife	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41705,41962,41963
2273	R1-299	41	2.0A	C3	5	11	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40971,41014,41056,41090,41117,41164,41639,42004,42007,42051,42062
2273	R1-299	41	2.1DHA	C3	5	1	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42326
2273	R1-299	41	3.1A	C3	5	1	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41132
2273	R1-299	43	2.0A	C3	5	27	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40704,40892,40895,40897,40898,40924,40950,40959,40978,40982,40993,41017,41018,41020,41067,41620,41706,41951,41981,42001,42056,42057,42058,42067,42374,42417,42424
2273	R1-299	43	2.0DHA	C3	5	3	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40894,40896,41729
2273	R1-299	43	2.1A	C3	5	1	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40899
2273	R1-299	43	2.1DHA	C3	5	2	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40889,40890
2273	R1-299	43	3.0A	C3	4	3	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40891,40893,41970
2273	R1-299	44	2.0A	C3	5	3	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40902,41047,42467
2273	R1-299	50	2.0A	C3	5	16	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40917,40957,40973,41024,41599,41629,41636,41640,42006,42020,42070,42133,42367,42381,42387,42390
2273	R1-299	50	2.0A	C4	5	1	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40697
2273	R1-299	50	2.0DHA	C3	5	1	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40977
2273	R1-299	50	3.0A	C3	4	1	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40956
2437	R1-005	39	2.0A	C3	5	3	Cantabria	E.ON DISTRIBUCION S.L.	42039,42410,42425
2437	R1-005	39	2.0DHA	C3	5	2	Cantabria	E.ON DISTRIBUCION S.L.	42027,42075
2301	R1-018	17	2.0A	C3	5	1	Girona	ESTABANELL Y PAHISA ENERGIA	42038
10866	R1-133	19	2.0A	C3	5	1	Guadalajara	HIDROELÉCTRICA EL CARMEN, S.L.	41077
29047	R1-115	05	2.0A	C3	5	1	Avila	HIDROELÉCTRICA VEGA, S.A.	40887
2280	R1-001	01	2.0A	C3	5	1	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41717
2280	R1-001	01	2.1DHA	C3	5	1	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41658
2280	R1-001	02	2.0A	C3	5	2	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41057,41108
2280	R1-001	02	2.0DHA	C3	5	1	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41059
2280	R1-001	03	2.0A	C3	5	11	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40916,40997,41595,41961,42000,42323,42336,42337,42338,42340,42350
2280	R1-001	03	2.0A	C4	5	1	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40718
2280	R1-001	03	2.0DHA	C3	5	3	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42021,42330,42388
2280	R1-001	03	2.1A	C3	5	1	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42144
2280	R1-001	09	2.0A	C3	5	2	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40960,41579
2280	R1-001	10	2.0A	C3	5	1	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41684
2280	R1-001	12	2.0A	C3	5	10	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41009,41116,41592,41631,41689,41957,41986,41988,42313,42354
2280	R1-001	12	2.0DHA	C3	5	1	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41711
2280	R1-001	19	2.0A	C3	5	1	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41715
2280	R1-001	20	2.0A	C3	5	2	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40919,42063
2280	R1-001	24	2.0A	C3	5	3	León	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41724,41954,42065
2280	R1-001	26	2.0A	C3	5	11	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40670,40939,41064,41655,41657,41686,41710,42059,42280,42344,42470
2280	R1-001	28	2.0A	C3	5	36	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40922,40929,40932,40955,40986,41000,41006,41019,41030,41049,41073,41098,41118,41120,41321,41601,41633,41635,41675,41680,41697,41718,41731,41857,41952,42016,42042,42046,42114,42315,42347,42365,42380,42394,42427,42462
2280	R1-001	28	2.0DHA	C3	5	5	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40935,40966,41730,41858,42357
2280	R1-001	30	2.0A	C3	5	3	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40928,41612,42464
2280	R1-001	30	2.0DHA	C3	5	1	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42403
2280	R1-001	31	2.0A	C3	5	14	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41054,41106,41308,41649,41652,41653,41889,41960,42031,42053,42055,42113,42123,42294
2280	R1-001	31	2.0DHA	C3	5	3	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41648,41651,42465
2280	R1-001	34	2.0A	C3	5	2	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41122,41123
2280	R1-001	34	2.0DHA	C3	5	1	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40926
2280	R1-001	45	2.0A	C3	5	2	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41092,41593
2280	R1-001	46	2.0A	C3	5	53	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40726,40927,40937,40961,40996,41011,41012,41026,41029,41071,41082,41085,41087,41088,41089,41112,41144,41146,41156,41157,41580,41610,41627,41667,41722,41728,41853,41856,41906,41934,41936,41941,41943,41944,41991,42011,42023,42025,42030,42034,42073,42112,42116,42117,42139,42362,42379,42400,42430,42445,42451,42468,42471
2280	R1-001	46	2.0DHA	C3	5	1	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41032
2280	R1-001	47	2.0A	C3	5	2	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42378,42385
2280	R1-001	48	2.0A	C3	5	6	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41115,41590,41674,41676,42017,42026
2280	R1-001	49	2.0A	C3	5	1	Zamora	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42140
2280	R1-001	None	2.0A	C3	5	1	None	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41010
40013	R1-025	14	2.0A	C3	5	1	Córdoba	INDUSTRIAS PECUARIAS DE LOS PEDROCHES, S.A.	41672
38200	R1-105	06	2.0A	C3	5	1	Badajoz	LA ERNESTINA, S.A.	41907
6412	R1-048	24	2.0A	C3	5	1	León	LA PROHIDA DISTRIBUCION ELECTRICA, S.L.	41305
40338	R1-119	30	2.0A	C3	5	1	Murcia	LEANDRO PEREZ ALFONSO, S.L.	42335
2402	R1-062	17	2.0A	C3	5	1	Girona	SUMINISTRO DE LUZ Y FUERZA, S.L.	40941
2316	R1-002	13	2.0A	C3	5	1	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41987
2316	R1-002	15	2.0A	C3	5	3	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41605,41628,41688
2316	R1-002	15	2.0DHA	C3	5	1	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42320
2316	R1-002	19	2.0A	C3	5	9	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41932,41975,41976,41978,41979,41980,41982,41983,42356
2316	R1-002	19	2.0A	C4	5	3	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42138,42479,42497
2316	R1-002	19	2.0DHA	C3	5	2	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42005,42476
2316	R1-002	24	2.0A	C3	5	1	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41617
2316	R1-002	24	2.1DHA	C3	5	1	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41930
2316	R1-002	27	2.0A	C3	5	1	Lugo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42366
2316	R1-002	28	2.0A	C3	5	25	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40699,40925,40947,40979,41007,41008,41039,41061,41076,41598,41637,41695,41699,42012,42032,42076,42079,42327,42343,42401,42402,42406,42423,42436,42443
2316	R1-002	28	2.0DHA	C3	5	1	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40964
2316	R1-002	28	2.1A	C3	5	2	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40948,42040
2316	R1-002	28	3.0A	C3	3	2	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42002,42128
2316	R1-002	28	3.0A	C3	4	2	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41060,42296
2316	R1-002	36	2.0A	C3	5	1	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41967
2316	R1-002	36	2.0DHA	C3	5	1	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40953
2316	R1-002	40	2.0A	C3	5	3	Segovia	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40949,41131,42361
2316	R1-002	45	2.0A	C3	5	1	Toledo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42115
2316	R1-002	45	2.0DHA	C3	5	1	Toledo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41964
