distri	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nprocessos	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	nomprovincia	nomdistribuidora	casos	bool
2273	R1-299	08	2.1DHA	C3	5	4	4	0	0	0.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45005,45060,45352,45430	True
2273	R1-299	08	3.0A	C3	4	9	9	0	0	2.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44536,44568,44928,44958,45055,45462,45939,45968,45969	True
2273	R1-299	08	3.0A	C4	4	1	1	0	0	1.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45110	True
2273	R1-299	11	2.0A	C3	5	4	4	0	0	0.0	0.0	0.0	Cádiz	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44608,44609,44643,46056	True
2273	R1-299	17	2.0A	C3	5	43	43	0	0	14.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44165,44328,44357,44504,44546,44547,44588,44593,44594,44646,44674,44740,44923,44943,44962,44975,44979,44987,44998,45016,45019,45039,45041,45054,45068,45074,45133,45372,45402,45435,45466,45486,45906,45941,45943,45970,45999,46024,46032,46037,46044,46065,46086	True
2273	R1-299	17	2.0DHA	C3	5	7	7	0	0	0.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44655,44673,44945,44977,45008,45046,46084	True
2273	R1-299	17	2.1A	C3	5	3	3	0	0	0.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44925,45047,45391	True
2273	R1-299	17	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45361	True
2273	R1-299	17	3.0A	C3	4	2	2	0	0	0.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44505,44653	True
2273	R1-299	18	2.0A	C3	5	6	6	0	0	3.0	0.0	0.0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44956,44957,45042,45928,45930,46048	True
2273	R1-299	18	2.0DHA	C3	5	2	2	0	0	0.0	0.0	0.0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44929,44931	True
2273	R1-299	21	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44697	True
2273	R1-299	21	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45461	True
2273	R1-299	22	2.0A	C3	5	2	2	0	0	1.0	0.0	0.0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44281,45916	True
2273	R1-299	22	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45030	True
2273	R1-299	25	2.0A	C3	5	17	17	0	0	8.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44131,44166,44621,44650,44652,44946,44960,45006,45135,45371,45428,45443,45477,45496,45570,45950,46087	True
2273	R1-299	25	2.0DHA	C3	5	4	4	0	0	2.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44654,45014,45023,45973	True
2273	R1-299	25	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45015	True
2273	R1-299	29	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45489	True
2273	R1-299	29	2.0DHA	C3	5	2	2	0	0	0.0	0.0	0.0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44516,46055	True
2273	R1-299	29	2.1A	C3	5	1	1	0	0	0.0	0.0	0.0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	46019	True
2273	R1-299	41	2.0A	C3	5	12	12	0	0	4.0	0.0	0.0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44556,44574,44638,44683,44739,44955,45349,45415,45422,45543,45976,46036	True
2273	R1-299	43	2.0A	C3	5	17	17	0	0	0.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44278,44525,44532,44648,44924,44959,45083,45095,45369,45446,45501,45922,46017,46018,46026,46027,46043	True
2273	R1-299	43	2.0A	C4	5	1	1	0	0	1.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44374	True
2273	R1-299	43	2.0DHA	C3	5	3	3	0	0	1.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45389,45954,46078	True
2273	R1-299	43	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45036	True
2273	R1-299	44	2.0A	C3	5	3	3	0	0	0.0	0.0	0.0	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45917,45982,46005	True
2273	R1-299	50	2.0A	C3	5	12	12	0	0	0.0	0.0	0.0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44658,45051,45058,45076,45411,45455,45479,45924,45983,45990,46002,46085	True
2273	R1-299	50	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	46138	True
2273	R1-299	50	2.1A	C3	5	2	2	0	0	0.0	0.0	0.0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45078,45918	True
2280	R1-001	01	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44548,44577	True
2280	R1-001	02	2.0A	C3	5	4	4	0	0	0.0	0.0	0.0	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44373,44524,44636,45949	True
2280	R1-001	03	2.0A	C3	5	17	17	0	0	0.0	0.0	0.0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44499,44519,44628,44669,44672,44698,44965,45359,45465,45472,45473,45921,45933,45984,46040,46057,46099	True
2280	R1-001	03	2.0DHA	C3	5	3	3	0	0	0.0	0.0	0.0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44491,44937,45931	True
2280	R1-001	09	2.0A	C3	5	4	4	0	0	0.0	0.0	0.0	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44523,45374,45426,46060	True
2280	R1-001	10	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45962,46067	True
2280	R1-001	12	2.0A	C3	5	9	9	0	0	0.0	0.0	0.0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44603,44665,44679,45059,45063,45064,45077,45441,46015	True
2280	R1-001	12	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44572	True
2280	R1-001	16	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Cuenca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46021	True
2280	R1-001	19	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45004	True
2280	R1-001	26	2.0A	C3	5	4	4	0	0	0.0	0.0	0.0	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44566,44567,44657,45434	True
2280	R1-001	28	2.0A	C3	5	41	41	0	0	5.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44508,44511,44521,44528,44530,44540,44564,44571,44651,44670,44696,44741,44935,44938,44942,44947,44961,44964,44968,44995,44996,44997,45007,45012,45013,45027,45045,45052,45070,45398,45401,45405,45419,45469,45484,45491,45923,45961,45988,46066,46092	True
2280	R1-001	28	2.0A	C4	5	4	4	0	0	0.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45313,45315,45592,46349	True
2280	R1-001	28	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44637	True
2280	R1-001	28	2.1A	C3	5	1	1	0	0	0.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46090	True
2280	R1-001	28	3.0A	C3	4	3	3	0	0	0.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44629,45436,46333	True
2280	R1-001	30	2.0A	C3	5	4	4	0	0	0.0	0.0	0.0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44614,45031,46030,46058	True
2280	R1-001	30	2.0DHA	C3	5	2	2	0	0	0.0	0.0	0.0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44527,44678	True
2280	R1-001	30	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44993	True
2280	R1-001	31	2.0A	C3	5	12	12	0	0	0.0	0.0	0.0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44531,44533,44575,44606,44618,44681,45024,45363,45367,45440,45458,46000	True
2280	R1-001	31	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46150	True
2280	R1-001	31	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44963	True
2280	R1-001	34	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46031	True
2280	R1-001	37	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45993	True
2280	R1-001	42	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Soria	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46149	True
2280	R1-001	45	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45573	True
2280	R1-001	46	2.0A	C3	5	38	38	0	0	11.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44352,44354,44367,44495,44517,44565,44598,44611,44626,44644,44676,44689,44921,44948,44974,44985,45002,45035,45038,45061,45082,45137,45381,45384,45397,45459,45488,45499,45545,45944,45947,46010,46039,46045,46075,46093,46095,46104	True
2280	R1-001	46	2.0A	C4	5	4	4	0	0	0.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45528,45531,45533,45593	True
2280	R1-001	46	2.0DHA	C3	5	2	2	0	0	0.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46008,46009	True
2280	R1-001	46	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45978	True
2280	R1-001	46	3.0A	C4	4	1	1	0	0	0.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45111	True
2280	R1-001	47	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45065,45991	True
2280	R1-001	48	2.0A	C3	5	4	4	0	0	0.0	0.0	0.0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44691,45021,45439,45470	True
2280	R1-001	48	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	46029	True
2316	R1-002	13	2.0A	C3	5	3	3	0	0	4.0	0.0	0.0	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44592,45390,45529	True
2316	R1-002	15	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44941,45912	True
2316	R1-002	15	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	46352	True
2316	R1-002	28	2.0A	C3	5	21	21	0	0	3.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44506,44512,44518,44553,44557,44561,44619,44693,45022,45026,45049,45071,45453,45467,45480,45481,45487,45544,45907,46020,46082	True
2316	R1-002	28	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	46327	True
2316	R1-002	28	2.0DHA	C3	5	4	4	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44513,44663,45409,45975	True
2316	R1-002	28	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	45376	True
2316	R1-002	36	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44522	True
2316	R1-002	36	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	45033	True
2316	R1-002	49	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	Zamora	UNIÓN FENOSA DISTRIBUCIÓN S.A.	45131	True
2402	R1-062	17	2.0A	C3	5	1	1	0	0	1.0	0.0	0.0	Girona	SUMINISTRO DE LUZ Y FUERZA, S.L.	46147	True
2406	R1-008	28	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Madrid	DISTRIBUCIÓN CANTÁBRICO	44966	True
2406	R1-008	33	2.0A	C3	5	6	6	0	0	0.0	0.0	0.0	Asturias	DISTRIBUCIÓN CANTÁBRICO	44597,44599,44694,45452,45910,46004	True
2437	R1-005	33	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Asturias	E.ON DISTRIBUCION S.L.	46022	True
2437	R1-005	33	2.0DHA	C3	5	1	1	0	0	2.0	0.0	0.0	Asturias	E.ON DISTRIBUCION S.L.	44602	True
2437	R1-005	34	2.0A	C3	5	1	1	0	0	2.0	0.0	0.0	Palencia	E.ON DISTRIBUCION S.L.	44682	True
2437	R1-005	39	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Cantabria	E.ON DISTRIBUCION S.L.	44994,46101	True
3695	R1-009	16	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Cuenca	ELECTRICA CONQUENSE, S.A.	44732	True
3742	R1-003	27	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Lugo	DISTRIBUCIÓN BEGASA	45915	True
