distri	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nprocessos	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	nomprovincia	nomdistribuidora	casos	bool
2273	R1-299	17	2.0A	C3	5	32	32	0	0	7.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40921,40940,41001,41021,41033,41038,41070,41074,41604,41608,41632,41666,41670,41732,41851,41852,41989,42008,42074,42122,42317,42351,42363,42371,42383,42389,42409,42416,42429,42450,42453,42461	True
2273	R1-299	17	2.0DHA	C3	5	2	2	0	0	2.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41663,41687	True
2273	R1-299	17	2.1A	C3	5	3	3	0	0	0.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41659,41977,42458	True
2273	R1-299	17	3.0A	C3	4	2	2	0	0	1.0	0.0	0.0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42415,42442	True
2273	R1-299	18	2.0A	C3	5	5	5	0	0	0.0	0.0	0.0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41068,41114,41673,42408,42446	True
2273	R1-299	21	2.0A	C3	5	3	3	0	0	3.0	0.0	0.0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41025,41169,42433	True
2273	R1-299	22	2.0A	C3	5	5	5	0	0	0.0	0.0	0.0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41005,41075,41078,41992,42009	True
2273	R1-299	23	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Jaen	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40972	True
2273	R1-299	25	2.0A	C3	5	13	13	0	0	0.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41062,41096,41611,41707,41734,42041,42346,42360,42386,42396,42397,42398,42412	True
2273	R1-299	25	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42395	True
2273	R1-299	25	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41971	True
2273	R1-299	25	3.0A	C3	3	1	1	0	0	0.0	0.0	0.0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41828	True
2273	R1-299	29	2.0A	C3	5	3	3	0	0	1.0	0.0	0.0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41965,41968,42322	True
2273	R1-299	41	2.0A	C3	5	11	11	0	0	3.0	0.0	0.0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40971,41014,41056,41090,41117,41164,41639,42004,42007,42051,42062	True
2273	R1-299	41	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42326	True
2273	R1-299	41	3.1A	C3	5	1	1	0	0	1.0	0.0	0.0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41132	True
2273	R1-299	43	2.0A	C3	5	25	25	0	0	11.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40704,40892,40895,40897,40898,40924,40950,40959,40978,40982,40993,41018,41020,41067,41620,41706,41951,41981,42001,42056,42057,42058,42067,42417,42424	True
2273	R1-299	43	2.0DHA	C3	5	3	3	0	0	0.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40894,40896,41729	True
2273	R1-299	43	2.1A	C3	5	1	1	0	0	0.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40899	True
2273	R1-299	43	2.1DHA	C3	5	2	2	0	0	0.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40889,40890	True
2273	R1-299	43	3.0A	C3	4	3	3	0	0	0.0	0.0	0.0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40891,40893,41970	True
2273	R1-299	44	2.0A	C3	5	3	3	0	0	2.0	0.0	0.0	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40902,41047,42467	True
2273	R1-299	50	2.0A	C3	5	17	17	0	0	2.0	0.0	0.0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40593,40917,40957,40973,41024,41599,41629,41636,41640,42006,42020,42070,42133,42367,42381,42387,42390	True
2273	R1-299	50	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40977	True
2273	R1-299	50	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40956	True
2280	R1-001	01	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41717	True
2280	R1-001	01	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41658	True
2280	R1-001	02	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41057,41108	True
2280	R1-001	02	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41059	True
2280	R1-001	03	2.0A	C3	5	11	11	0	0	0.0	0.0	0.0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40916,40997,41595,41961,42000,42323,42336,42337,42338,42340,42350	True
2280	R1-001	03	2.0DHA	C3	5	3	3	0	0	0.0	0.0	0.0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42021,42330,42388	True
2280	R1-001	03	2.1A	C3	5	1	1	0	0	3.0	0.0	0.0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42144	True
2280	R1-001	09	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40960	True
2280	R1-001	10	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41684	True
2280	R1-001	12	2.0A	C3	5	10	10	0	0	0.0	0.0	0.0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41009,41116,41592,41631,41689,41957,41986,41988,42313,42354	True
2280	R1-001	12	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41711	True
2280	R1-001	19	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41715	True
2280	R1-001	20	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40919,42063	True
2280	R1-001	24	2.0A	C3	5	3	3	0	0	0.0	0.0	0.0	León	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41724,41954,42065	True
2280	R1-001	26	2.0A	C3	5	9	9	0	0	4.0	0.0	0.0	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40670,40939,41064,41655,41657,41710,42059,42344,42470	True
2280	R1-001	28	2.0A	C3	5	33	33	0	0	6.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40929,40932,40955,40986,41000,41006,41019,41030,41049,41073,41098,41118,41120,41321,41601,41633,41635,41675,41680,41718,41731,41857,41952,42042,42046,42114,42315,42347,42365,42380,42394,42427,42462	True
2280	R1-001	28	2.0DHA	C3	5	3	3	0	0	0.0	0.0	0.0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40935,40966,42357	True
2280	R1-001	30	2.0A	C3	5	3	3	0	0	0.0	0.0	0.0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40928,41612,42464	True
2280	R1-001	30	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42403	True
2280	R1-001	31	2.0A	C3	5	10	10	0	0	5.0	0.0	0.0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41054,41106,41649,41652,41653,42031,42053,42055,42113,42294	True
2280	R1-001	31	2.0DHA	C3	5	3	3	0	0	0.0	0.0	0.0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41648,41651,42465	True
2280	R1-001	34	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41122,41123	True
2280	R1-001	34	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40926	True
2280	R1-001	45	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41092,41593	True
2280	R1-001	46	2.0A	C3	5	45	45	0	0	22.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40726,40927,40937,40961,41011,41012,41026,41029,41071,41082,41085,41088,41089,41144,41157,41580,41610,41627,41667,41728,41853,41856,41906,41934,41936,41941,41943,41991,42011,42023,42025,42030,42034,42073,42112,42116,42139,42362,42379,42400,42430,42445,42451,42468,42471	True
2280	R1-001	46	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41032	True
2280	R1-001	47	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42378,42385	True
2280	R1-001	48	2.0A	C3	5	6	6	0	0	0.0	0.0	0.0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41115,41590,41674,41676,42017,42026	True
2280	R1-001	49	2.0A	C3	5	1	1	0	0	3.0	0.0	0.0	Zamora	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42140	True
2280	R1-001	None	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	None	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41010	True
2301	R1-018	08	2.0A	C3	5	2	0	0	2	0.0	0.0	55.0	Barcelona	ESTABANELL Y PAHISA ENERGIA	39293,40617	True
2316	R1-002	15	2.0A	C3	5	3	3	0	0	0.0	0.0	0.0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41605,41628,41688	True
2316	R1-002	15	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42320	True
2316	R1-002	19	2.0A	C3	5	8	8	0	0	0.0	0.0	0.0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41932,41975,41976,41978,41979,41980,41982,41983	True
2316	R1-002	19	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42479	True
2316	R1-002	24	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41617	True
2316	R1-002	24	2.1DHA	C3	5	1	1	0	0	0.0	0.0	0.0	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41930	True
2316	R1-002	27	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Lugo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42366	True
2316	R1-002	28	2.0A	C3	5	24	24	0	0	4.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40699,40925,40947,41007,41008,41039,41061,41076,41598,41637,41695,41699,42012,42032,42076,42079,42327,42343,42401,42402,42406,42423,42436,42443	True
2316	R1-002	28	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40964	True
2316	R1-002	28	2.1A	C3	5	1	1	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40948	True
2316	R1-002	28	3.0A	C3	3	1	1	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42128	True
2316	R1-002	28	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42296	True
2316	R1-002	36	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41967	True
2316	R1-002	36	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40953	True
2316	R1-002	40	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Segovia	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41131,42361	True
2316	R1-002	45	2.0A	C3	5	1	1	0	0	6.0	0.0	0.0	Toledo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42115	True
2316	R1-002	45	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Toledo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41964	True
2326	R1-015	17	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Girona	BASSOLS ENERGÍA, S.A.	41647	True
2326	R1-015	17	3.0A	C3	3	1	1	0	0	0.0	0.0	0.0	Girona	BASSOLS ENERGÍA, S.A.	41165	True
2360	R1-107	08	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Barcelona	DISTRIBUIDORA DE ENERGIA ELECTRICA DEL BAGES, S.A.	42334	True
2406	R1-008	33	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Asturias	DISTRIBUCIÓN CANTÁBRICO	40963	True
2406	R1-008	33	2.0DHA	C3	5	1	1	0	0	0.0	0.0	0.0	Asturias	DISTRIBUCIÓN CANTÁBRICO	42373	True
2437	R1-005	39	2.0A	C3	5	3	3	0	0	0.0	0.0	0.0	Cantabria	E.ON DISTRIBUCION S.L.	42039,42410,42425	True
2437	R1-005	39	2.0DHA	C3	5	2	2	0	0	0.0	0.0	0.0	Cantabria	E.ON DISTRIBUCION S.L.	42027,42075	True
2505	R1-232	31	2.0A	C3	5	1	1	0	0	1.0	0.0	0.0	Navarra	Electra Valdizarbe, S.A.	41953	True
3742	R1-003	27	2.0A	C3	5	2	2	0	0	0.0	0.0	0.0	Lugo	DISTRIBUCIÓN BEGASA	42044,42368	True
3742	R1-003	27	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	Lugo	DISTRIBUCIÓN BEGASA	42404	True
3889	R1-254	31	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Navarra	ELECTRA SALTEA, S.L.	41306	True
6298	R1-021	11	2.0A	C3	5	1	1	0	0	5.0	0.0	0.0	Cádiz	SUMINISTRADORA ELECTRICA DE CADIZ, S.A.	40454	True
6412	R1-048	24	2.0A	C3	5	1	1	0	0	5.0	0.0	0.0	León	LA PROHIDA DISTRIBUCION ELECTRICA, S.L.	41305	True
38364	R1-252	03	2.0A	C3	5	1	0	0	1	0.0	0.0	38.0	Alacant	HEREDEROS DE CARLOS OLTRA, S.L.	38313	True
40013	R1-025	14	2.0A	C3	5	1	0	1	0	0.0	9.0	0.0	Córdoba	INDUSTRIAS PECUARIAS DE LOS PEDROCHES, S.A.	41672	True
