distri	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nprocessos	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	nomprovincia	nomdistribuidora	casos	bool
2273	R1-299	07	2.0A	C3	5	32	32	0	0	5.0	0.0	0.0	Balears, Illes	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40934,40938,40951,41002,41003,41046,41065,41072,41606,41614,41641,41650,41876,41929,41937,41942,41949,41966,41972,41984,42054,42126,42328,42332,42355,42384,42393,42419,42435,42455,42456,42469	True
2273	R1-299	08	2.0A	C3	5	245	245	0	0	42.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40666,40667,40668,40671,40701,40722,40918,40923,40931,40933,40936,40945,40954,40958,40965,40967,40968,40970,40974,40975,40976,40980,40981,40983,40984,40987,40988,40994,40995,40998,40999,41004,41013,41015,41023,41027,41035,41036,41037,41040,41041,41042,41043,41044,41048,41051,41053,41058,41063,41066,41069,41080,41081,41083,41084,41086,41091,41093,41095,41097,41099,41100,41101,41102,41103,41107,41109,41110,41111,41113,41151,41166,41307,41320,41581,41582,41584,41585,41587,41589,41591,41594,41596,41597,41600,41602,41603,41607,41613,41615,41616,41618,41619,41621,41622,41623,41624,41625,41634,41638,41644,41645,41654,41656,41660,41662,41664,41665,41668,41669,41671,41677,41678,41681,41682,41683,41691,41692,41693,41694,41696,41698,41700,41702,41703,41704,41708,41709,41712,41713,41716,41719,41720,41721,41723,41725,41726,41727,41733,41735,41736,41737,41848,41860,41867,41925,41927,41933,41939,41940,41945,41946,41947,41950,41955,41956,41958,41959,41969,41973,41974,41985,41990,41993,41994,41995,41996,41997,41998,42003,42010,42013,42015,42018,42019,42028,42029,42033,42036,42037,42043,42045,42047,42049,42050,42052,42064,42068,42069,42071,42072,42078,42084,42119,42125,42127,42293,42314,42316,42321,42324,42325,42329,42331,42333,42339,42341,42342,42345,42349,42353,42358,42364,42369,42370,42372,42375,42377,42382,42391,42399,42405,42407,42411,42413,42418,42420,42428,42431,42432,42434,42437,42438,42439,42441,42447,42449,42452,42454,42457,42459,42460,42463,42466,42495	True
2273	R1-299	08	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42153	True
2273	R1-299	08	2.0DHA	C3	5	14	14	0	0	0.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40944,41028,41031,41034,41045,41050,41079,41119,41642,41661,41926,41928,41948,41999	True
2273	R1-299	08	2.1A	C3	5	3	3	0	0	0.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40920,40969,40989	True
2273	R1-299	08	2.1DHA	C3	5	4	4	0	0	0.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40985,41588,41646,42066	True
2273	R1-299	08	3.0A	C3	3	2	2	0	0	4.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40946,41055	True
2273	R1-299	08	3.0A	C3	4	15	15	0	0	3.0	0.0	0.0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40905,40943,40990,40991,40992,41626,41685,42035,42060,42061,42348,42376,42392,42421,42422	True
2273	R1-299	11	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Cádiz	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42359	True
2273	R1-299	14	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	Córdoba	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42319	True
