distriid	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	count	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	ontimeissues	lateissues	verylateissues	nomprovincia	distriname	casos
2273	R1-299	17	2.0A	C3	5	26	26	0	0	597.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	38747,40236,40465,40490,40514,40564,40921,41632,42074,42317,42383,42409,42416,42429,42453,42766,42775,42830,42892,43064,43113,43361,43497,43614,43793,43805
2273	R1-299	17	2.0DHA	C3	5	1	1	0	0	29.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41663
2273	R1-299	17	2.1A	C3	5	3	3	0	0	89.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41977,42458,42538
2273	R1-299	17	3.0A	C3	4	2	2	0	0	34.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42415,42442
2273	R1-299	18	2.0A	C3	5	4	4	0	0	51.0	0.0	0.0	0	0	0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41068,42446,42745,43134
2273	R1-299	21	2.0A	C3	5	2	2	0	0	60.0	0.0	0.0	0	0	0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41025,41169
2273	R1-299	22	2.0A	C3	5	4	4	0	0	102.0	0.0	0.0	0	0	0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40508,41992,42009,43127
2273	R1-299	23	2.0A	C3	5	1	1	0	0	30.0	0.0	0.0	0	0	0	Jaen	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40972
2273	R1-299	25	2.0A	C3	5	16	16	0	0	251.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40540,41062,41734,42346,42352,42360,42396,42397,42398,42412,42870,43050,43068,43071,43505,43907
2273	R1-299	25	2.0A	C4	5	1	1	0	0	7.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43759
2273	R1-299	25	2.0DHA	C3	5	3	3	0	0	11.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42395,43079,43820
2273	R1-299	25	2.1A	C3	5	1	1	0	0	52.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40190
2273	R1-299	25	2.1DHA	C3	5	1	1	0	0	17.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41971
2273	R1-299	25	3.0A	C3	3	1	1	0	0	17.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41828
2273	R1-299	25	3.0A	C3	4	2	2	0	0	30.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42823,43125
2273	R1-299	29	2.0A	C3	5	2	2	0	0	42.0	0.0	0.0	0	0	0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41968,42501
2273	R1-299	41	2.0A	C3	5	11	11	0	0	258.0	0.0	0.0	0	0	0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41014,41056,41090,41117,42007,42062,42762,43142,43175,43435,43442
2273	R1-299	41	2.1DHA	C3	5	1	1	0	0	11.0	0.0	0.0	0	0	0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42326
2273	R1-299	43	2.0A	C3	5	17	15	2	0	237.0	134.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	38585,39658,40924,40993,41018,41981,42001,42056,42424,42782,43097,43098,43436,43473,43933,43999,44109
2273	R1-299	43	2.0A	C4	5	1	1	0	0	5.0	0.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43340
2273	R1-299	43	3.0A	C3	4	2	2	0	0	28.0	0.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41970,42725
2273	R1-299	44	2.0A	C3	5	1	1	0	0	0.0	0.0	0.0	0	0	0	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43562
2273	R1-299	50	2.0A	C3	5	12	12	0	0	255.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	39767,40198,41629,42006,42020,42070,42381,42387,42390,42741,42755,43094
2273	R1-299	50	2.1A	C3	5	1	1	0	0	17.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42848
2273	R1-299	50	3.0A	C3	4	1	1	0	0	3.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42808
2437	R1-005	39	2.0A	C3	5	4	4	0	0	101.0	0.0	0.0	0	0	0	Cantabria	E.ON DISTRIBUCION S.L.	40159,40161,42425,42754
2437	R1-005	39	2.0A	C4	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Cantabria	E.ON DISTRIBUCION S.L.	44128
2437	R1-005	39	2.0DHA	C3	5	2	2	0	0	26.0	0.0	0.0	0	0	0	Cantabria	E.ON DISTRIBUCION S.L.	42027,42075
2280	R1-001	01	2.0A	C3	5	2	2	0	0	60.0	0.0	0.0	0	0	0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40572,42771
2280	R1-001	03	2.0A	C3	5	9	9	0	0	311.0	0.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	39790,40083,40092,40162,41595,42000,42350,42837,43177
2280	R1-001	03	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43771
2280	R1-001	03	2.0DHA	C3	5	4	4	0	0	58.0	0.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42021,42330,42388,42758
2280	R1-001	09	2.0A	C3	5	2	2	0	0	16.0	0.0	0.0	0	0	0	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43197,43856
2280	R1-001	10	2.0A	C3	5	1	1	0	0	29.0	0.0	0.0	0	0	0	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41684
2280	R1-001	12	2.0A	C3	5	9	9	0	0	160.0	0.0	0.0	0	0	0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41116,41631,41689,41986,42313,42354,42764,43084,43167
2280	R1-001	19	2.0A	C3	5	1	1	0	0	20.0	0.0	0.0	0	0	0	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41715
2280	R1-001	20	2.0A	C3	5	3	3	0	0	125.0	0.0	0.0	0	0	0	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40474,40919,42063
2280	R1-001	24	2.0A	C3	5	1	1	0	0	30.0	0.0	0.0	0	0	0	León	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42065
2280	R1-001	26	2.0A	C3	5	3	3	0	0	39.0	0.0	0.0	0	0	0	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42344,42743,43157
2280	R1-001	28	2.0A	C3	5	30	30	0	0	814.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	39726,39745,40174,40269,40491,40932,40955,41000,41006,41030,41098,41118,41120,41635,41680,41718,41731,41857,42042,42046,42114,42315,42394,42462,42780,42827,42843,43062,43144,43446
2280	R1-001	28	2.0A	C4	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43379
2280	R1-001	28	2.0DHA	C3	5	4	4	0	0	163.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40584,40935,40966,42906
2280	R1-001	30	2.0A	C3	5	3	3	0	0	59.0	0.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40928,42464,43083
2280	R1-001	30	2.0DHA	C3	5	2	2	0	0	70.0	0.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40097,42403
2280	R1-001	31	2.0A	C3	5	15	15	0	0	398.0	0.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	39238,40238,40573,40611,40612,41649,41652,41653,42031,42053,42055,42721,42788,43178,43478
2280	R1-001	31	2.0DHA	C3	5	1	1	0	0	20.0	0.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41648
2280	R1-001	34	2.0A	C3	5	1	1	0	0	35.0	0.0	0.0	0	0	0	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41123
2280	R1-001	37	2.0A	C3	5	1	0	1	0	0.0	67.0	0.0	0	0	0	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	38782
2280	R1-001	39	2.0A	C3	5	1	1	0	0	8.0	0.0	0.0	0	0	0	Cantabria	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43155
2280	R1-001	45	2.0A	C3	5	1	1	0	0	35.0	0.0	0.0	0	0	0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41593
2280	R1-001	46	2.0A	C3	5	31	31	0	0	588.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	39733,40927,40937,41085,41089,41144,41580,41610,41936,41943,41991,42030,42034,42112,42362,42400,42445,42451,42468,43081,43089,43130,43132,43138,43145,43165,43440,43445,43468,43493,43917
2280	R1-001	46	2.0DHA	C3	5	1	1	0	0	30.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41032
2280	R1-001	46	2.1DHA	C3	5	1	1	0	0	19.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42734
2280	R1-001	46	3.0A	C3	4	2	2	0	0	36.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42757,43114
2280	R1-001	46	3.1A	C3	5	1	1	0	0	6.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42850
2280	R1-001	47	2.0A	C3	5	4	4	0	0	86.0	0.0	0.0	0	0	0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42378,42385,42770,43554
2280	R1-001	47	2.0A	C4	5	1	1	0	0	6.0	0.0	0.0	0	0	0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43218
2280	R1-001	48	2.0A	C3	5	7	7	0	0	198.0	0.0	0.0	0	0	0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	39791,40126,41674,41676,42017,42026,42815
2316	R1-002	15	2.0A	C3	5	3	3	0	0	116.0	0.0	0.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	38624,40640,41605
2316	R1-002	15	2.0DHA	C3	5	1	1	0	0	12.0	0.0	0.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42320
2316	R1-002	19	2.0A	C3	5	2	2	0	0	43.0	0.0	0.0	0	0	0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41932,41980
2316	R1-002	19	2.0A	C4	5	1	1	0	0	8.0	0.0	0.0	0	0	0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42479
2316	R1-002	24	2.0A	C3	5	1	1	0	0	19.0	0.0	0.0	0	0	0	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41617
2316	R1-002	24	2.1DHA	C3	5	1	1	0	0	11.0	0.0	0.0	0	0	0	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41930
2316	R1-002	27	2.0A	C3	5	1	1	0	0	17.0	0.0	0.0	0	0	0	Lugo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42366
2316	R1-002	28	2.0A	C3	5	29	29	0	0	676.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40196,40576,40582,40600,40947,41061,41076,41598,41637,41699,42012,42032,42079,42401,42402,42406,42443,42740,42742,42749,42761,42789,42833,43092,43105,43200,43358,43494,43872
2316	R1-002	28	2.0DHA	C3	5	2	2	0	0	18.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42813,42821
2316	R1-002	28	2.1A	C3	5	1	1	0	0	44.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40948
2316	R1-002	28	3.0A	C3	4	1	1	0	0	13.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42296
2316	R1-002	28	3.0A	C3	3	1	1	0	0	29.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42128
2316	R1-002	36	2.0A	C3	5	3	3	0	0	57.0	0.0	0.0	0	0	0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41967,42851,42855
2316	R1-002	40	2.0A	C3	5	1	1	0	0	21.0	0.0	0.0	0	0	0	Segovia	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42361
2316	R1-002	45	2.0DHA	C3	5	1	1	0	0	12.0	0.0	0.0	0	0	0	Toledo	UNIÓN FENOSA DISTRIBUCIÓN S.A.	41964
