distri	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nprocessos	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	ontimeissues	lateissues	verylateissues	nomprovincia	nomdistribuidora	casos	bool
2280	0021	28	2.0A	C3	5	59	21	16	22	63.0	217.0	918.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	1015,1835,6112,6390,7021,7066,7085,7106,7216,7242,7411,7412,7436,7456,7506,7507,7555,7556,7577,7581,7611,7621,7853,7859,7885,8044,8066,8119,8314,8367,8385,8388,8428,8441,8526,8559,8594,8596,9018,9044,9052,9069,9136,9143,9144,9149,9212,9217,9225,9227,9277,9287,9357,9376,9379,9391,9394,9396,9404	True
2280	0021	28	2.0DHA	C3	5	4	0	1	3	0.0	11.0	116.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6396,6872,7020,8359	True
2280	0021	28	2.1DHA	C3	5	1	1	0	0	4.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	9118	True
2280	0021	28	3.0A	C3	4	1	0	1	0	0.0	11.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	8451	True
2280	0021	30	2.0A	C3	5	14	7	7	0	25.0	98.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	7848,7954,8063,8555,8569,8573,8576,9150,9169,9185,9213,9232,9251,9398	True
2280	0021	30	2.1A	C3	5	1	0	1	0	0.0	11.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	8534	True
2280	0021	31	2.0A	C3	5	40	19	15	6	52.0	214.0	171.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6987,7017,7080,7499,7615,7628,7872,7936,7962,7969,7986,8030,8072,8341,8453,8456,8510,8547,8551,8587,8588,9026,9056,9057,9070,9111,9123,9130,9142,9152,9159,9211,9348,9362,9365,9371,9387,9395,9397,9402	True
2280	0021	31	2.0DHA	C3	5	3	0	3	0	0.0	40.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	8042,8461,8538	True
2280	0021	31	2.1A	C3	5	1	0	0	1	0.0	0.0	25.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	7537	True
2280	0021	31	3.0A	C3	4	3	0	0	3	0.0	0.0	297.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	3692,3694,4309	True
2280	0021	34	2.0A	C3	5	1	0	0	1	0.0	0.0	32.0	0	0	0	Palencia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	7000	True
2280	0021	37	2.0A	C3	5	2	1	0	1	4.0	0.0	38.0	0	0	0	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6682,9157	True
2280	0021	42	2.0A	C3	5	1	1	0	0	4.0	0.0	0.0	0	0	0	Soria	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	9046	True
2280	0021	45	2.0A	C3	5	4	3	0	1	7.0	0.0	32.0	0	0	0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6995,9082,9310,9367	True
2280	0021	46	2.0A	C3	5	67	22	24	21	58.0	326.0	1147.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	1558,1790,3279,5206,5929,5982,6057,6448,6501,6700,6703,6708,6712,6786,6989,7087,7088,7095,7398,7442,7640,7894,7937,7955,8009,8020,8026,8028,8029,8040,8328,8421,8425,8445,8455,8458,8460,8474,8484,8512,8535,8558,8563,8591,8639,9051,9085,9095,9102,9112,9131,9179,9215,9221,9239,9254,9284,9363,9368,9374,9380,9381,9390,9400,9401,9403,9406	True
2280	0021	46	2.0DHA	C3	5	2	0	0	2	0.0	0.0	209.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	1403,6884	True
2280	0021	46	2.1DHA	C3	5	4	3	1	0	9.0	18.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	7996,9163,9201,9361	True
2280	0021	46	3.0A	C3	4	3	0	2	1	0.0	29.0	52.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6158,7868,8548	True
2280	0021	47	2.0A	C3	5	5	1	3	1	4.0	33.0	52.0	0	0	0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6121,8375,8377,8556,9097	True
2280	0021	47	2.0DHA	C3	5	1	0	0	1	0.0	0.0	52.0	0	0	0	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6147	True
2280	0021	48	2.0A	C3	5	13	4	6	3	13.0	80.0	240.0	0	0	0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	855,7038,7642,7964,7965,8318,8330,8400,8590,9028,9031,9283,9370	True
2280	0021	48	2.0DHA	C3	5	2	1	1	0	4.0	11.0	0.0	0	0	0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	8517,9029	True
2280	0021	49	2.0DHA	C3	5	1	1	0	0	4.0	0.0	0.0	0	0	0	Zamora	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	9050	True
2280	0021	None	2.0A	C3	5	1	0	0	1	0.0	0.0	38.0	0	0	0	None	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	6817	True
2301	0113	08	2.0A	C3	5	1	0	0	1	0.0	0.0	151.0	0	0	0	Barcelona	ESTABANELL Y PAHISA ENERGIA	1903	True
2316	0022	13	2.0A	C3	5	3	0	1	2	0.0	10.0	57.0	0	0	0	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	6965,7613,8638	True
2316	0022	13	2.1DHA	C3	5	1	0	0	1	0.0	0.0	38.0	0	0	0	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	6892	True
2316	0022	15	2.0A	C3	5	9	2	6	1	8.0	66.0	32.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	7053,8345,8346,8347,8348,8349,8598,9180,9230	True
2316	0022	19	2.0DHA	C3	5	1	0	1	0	0.0	11.0	0.0	0	0	0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	8533	True
2316	0022	24	2.0A	C3	5	1	1	0	0	4.0	0.0	0.0	0	0	0	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	9219	True
2316	0022	28	2.0A	C3	5	33	8	9	16	32.0	122.0	950.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	968,1712,2927,3570,6186,6365,6724,7086,7111,7404,7408,7438,7485,7547,7575,7718,7893,7951,8275,8276,8277,8369,8417,8500,8582,9016,9043,9053,9173,9218,9223,9236,9273	True
2316	0022	28	2.0DHA	C3	5	2	1	0	1	3.0	0.0	38.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	6871,9295	True
2316	0022	28	2.1A	C3	5	2	0	1	1	0.0	14.0	32.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	7022,8280	True
2316	0022	28	2.1DHA	C3	5	1	0	1	0	0.0	11.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	8429	True
